time_utc,time_berlin,open,high,low,close,volume
2025-03-02 18:00:00+00:00,2025-03-02 19:00:00+01:00,2855.205,2860.948,2855.075,2859.948,0.0
2025-03-02 18:01:00+00:00,2025-03-02 19:01:00+01:00,2859.848,2865.958,2859.848,2865.648,0.0
2025-03-02 18:02:00+00:00,2025-03-02 19:02:00+01:00,2865.448,2872.915,2865.048,2872.755,0.0
2025-03-02 18:03:00+00:00,2025-03-02 19:03:00+01:00,2872.955,2874.935,2872.085,2873.765,0.0
2025-03-02 18:04:00+00:00,2025-03-02 19:04:00+01:00,2873.765,2874.009,2872.315,2873.415,0.0
2025-03-02 18:05:00+00:00,2025-03-02 19:05:00+01:00,2873.415,2873.665,2869.205,2869.948,0.0
2025-03-02 18:06:00+00:00,2025-03-02 19:06:00+01:00,2869.825,2873.415,2869.825,2872.465,0.0
2025-03-02 18:07:00+00:00,2025-03-02 19:07:00+01:00,2872.325,2872.595,2870.785,2870.825,0.0
2025-03-02 18:08:00+00:00,2025-03-02 19:08:00+01:00,2870.825,2873.015,2870.625,2872.948,0.0
2025-03-02 18:09:00+00:00,2025-03-02 19:09:00+01:00,2873.055,2874.115,2872.648,2873.845,0.0
2025-03-02 18:10:00+00:00,2025-03-02 19:10:00+01:00,2873.775,2876.905,2873.595,2875.265,0.0
2025-03-02 18:11:00+00:00,2025-03-02 19:11:00+01:00,2875.155,2875.955,2873.878,2874.465,0.0
2025-03-02 18:12:00+00:00,2025-03-02 19:12:00+01:00,2873.968,2874.415,2872.108,2872.675,0.0
2025-03-02 18:13:00+00:00,2025-03-02 19:13:00+01:00,2872.805,2873.965,2871.645,2873.585,0.0
2025-03-02 18:14:00+00:00,2025-03-02 19:14:00+01:00,2873.665,2874.035,2872.755,2872.785,0.0
2025-03-02 18:15:00+00:00,2025-03-02 19:15:00+01:00,2872.685,2872.685,2870.475,2871.745,0.0
2025-03-02 18:16:00+00:00,2025-03-02 19:16:00+01:00,2871.755,2872.915,2871.635,2872.775,0.0
2025-03-02 18:17:00+00:00,2025-03-02 19:17:00+01:00,2872.805,2872.815,2871.925,2872.005,0.0
2025-03-02 18:18:00+00:00,2025-03-02 19:18:00+01:00,2872.025,2872.985,2871.835,2872.925,0.0
2025-03-02 18:19:00+00:00,2025-03-02 19:19:00+01:00,2872.925,2873.595,2872.485,2873.595,0.0
2025-03-02 18:20:00+00:00,2025-03-02 19:20:00+01:00,2873.575,2873.685,2873.235,2873.585,0.0
2025-03-02 18:21:00+00:00,2025-03-02 19:21:00+01:00,2873.545,2873.885,2870.438,2871.375,0.0
2025-03-02 18:22:00+00:00,2025-03-02 19:22:00+01:00,2871.425,2872.665,2871.425,2871.815,0.0
2025-03-02 18:23:00+00:00,2025-03-02 19:23:00+01:00,2871.805,2871.865,2869.985,2870.515,0.0
2025-03-02 18:24:00+00:00,2025-03-02 19:24:00+01:00,2870.475,2871.165,2869.875,2870.145,0.0
2025-03-02 18:25:00+00:00,2025-03-02 19:25:00+01:00,2870.135,2870.405,2869.785,2870.245,0.0
2025-03-02 18:26:00+00:00,2025-03-02 19:26:00+01:00,2870.235,2871.805,2869.775,2871.148,0.0
2025-03-02 18:27:00+00:00,2025-03-02 19:27:00+01:00,2871.335,2871.495,2870.635,2871.005,0.0
2025-03-02 18:28:00+00:00,2025-03-02 19:28:00+01:00,2871.015,2871.155,2870.848,2871.075,0.0
2025-03-02 18:29:00+00:00,2025-03-02 19:29:00+01:00,2871.055,2871.395,2870.515,2870.875,0.0
2025-03-02 18:30:00+00:00,2025-03-02 19:30:00+01:00,2870.875,2871.105,2870.095,2870.905,0.0
2025-03-02 18:31:00+00:00,2025-03-02 19:31:00+01:00,2870.945,2870.975,2870.035,2870.065,0.0
2025-03-02 18:32:00+00:00,2025-03-02 19:32:00+01:00,2870.155,2870.775,2869.625,2870.435,0.0
2025-03-02 18:33:00+00:00,2025-03-02 19:33:00+01:00,2870.475,2870.845,2870.015,2870.745,0.0
2025-03-02 18:34:00+00:00,2025-03-02 19:34:00+01:00,2870.795,2872.055,2870.385,2872.055,0.0
2025-03-02 18:35:00+00:00,2025-03-02 19:35:00+01:00,2871.945,2872.215,2871.105,2871.985,0.0
2025-03-02 18:36:00+00:00,2025-03-02 19:36:00+01:00,2871.975,2872.085,2871.265,2871.805,0.0
2025-03-02 18:37:00+00:00,2025-03-02 19:37:00+01:00,2871.775,2871.985,2871.085,2871.845,0.0
2025-03-02 18:38:00+00:00,2025-03-02 19:38:00+01:00,2871.855,2871.905,2871.305,2871.345,0.0
2025-03-02 18:39:00+00:00,2025-03-02 19:39:00+01:00,2871.325,2872.275,2871.185,2871.608,0.0
2025-03-02 18:40:00+00:00,2025-03-02 19:40:00+01:00,2871.765,2872.515,2871.495,2871.775,0.0
2025-03-02 18:41:00+00:00,2025-03-02 19:41:00+01:00,2871.725,2871.948,2871.375,2871.385,0.0
2025-03-02 18:42:00+00:00,2025-03-02 19:42:00+01:00,2871.375,2871.425,2870.575,2870.585,0.0
2025-03-02 18:43:00+00:00,2025-03-02 19:43:00+01:00,2870.585,2871.265,2870.565,2871.215,0.0
2025-03-02 18:44:00+00:00,2025-03-02 19:44:00+01:00,2871.225,2871.545,2870.675,2871.325,0.0
2025-03-02 18:45:00+00:00,2025-03-02 19:45:00+01:00,2871.315,2871.525,2870.955,2871.495,0.0
2025-03-02 18:46:00+00:00,2025-03-02 19:46:00+01:00,2871.645,2872.095,2866.028,2866.298,0.0
2025-03-02 18:47:00+00:00,2025-03-02 19:47:00+01:00,2866.448,2867.451,2863.805,2865.368,0.0
2025-03-02 18:48:00+00:00,2025-03-02 19:48:00+01:00,2865.368,2867.348,2865.368,2866.748,0.0
2025-03-02 18:49:00+00:00,2025-03-02 19:49:00+01:00,2866.848,2867.348,2864.398,2864.698,0.0
2025-03-02 18:50:00+00:00,2025-03-02 19:50:00+01:00,2864.498,2865.668,2864.148,2865.448,0.0
2025-03-02 18:51:00+00:00,2025-03-02 19:51:00+01:00,2865.648,2866.648,2865.348,2866.548,0.0
2025-03-02 18:52:00+00:00,2025-03-02 19:52:00+01:00,2866.648,2867.048,2865.748,2866.748,0.0
2025-03-02 18:53:00+00:00,2025-03-02 19:53:00+01:00,2866.748,2867.048,2866.548,2866.848,0.0
2025-03-02 18:54:00+00:00,2025-03-02 19:54:00+01:00,2866.748,2867.048,2866.708,2866.948,0.0
