signal_time,direction,entry_mid,balance_before,exit_time,exit_reason,tp1_hit,tp2_hit,tp3_hit,tp4_hit,filled,entry_price_used,trigger_price,lot_main,lot_runner,lot_extra,pnl,swap_cost,commission,slippage_spread,total_cost,balance_after
2015-02-06 00:30:00+00:00,BUY,1266.63,929.8341275127019,2015-02-06 07:26:00+00:00,sl,False,False,False,False,True,1267.16,1267.0755000000001,0.0,0.0,0.07,-27.552000000002383,0.0,0.77,0.7000000000000002,1.4700000000000002,902.2821275126995
2015-02-09 00:30:00+00:00,SELL,1236.75,902.2821275126995,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.2821275126995
2015-02-10 00:30:00+00:00,SELL,1242.75,902.2821275126995,2015-02-10 05:29:00+00:00,tp3,False,False,True,False,True,1242.47,1242.442,0.0,0.0,0.1,44.59832371684379,0.0,1.1,1.0,2.1,946.8804512295433
2015-02-11 00:30:00+00:00,SELL,1237.46,946.8804512295433,2015-02-11 09:41:00+00:00,tp3,False,False,True,False,True,1237.44,1237.24,0.0,0.0,0.11,50.92811021230608,0.0,1.21,1.1,2.31,997.8085614418494
2015-02-12 00:45:00+00:00,SELL,1221.065,997.8085614418494,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.8085614418494
2015-02-13 00:30:00+00:00,BUY,1228.035,997.8085614418494,2015-02-13 05:36:00+00:00,sl,False,False,False,False,True,1228.37,1228.20825,0.0,0.0,0.09,-30.39206139621332,0.0,0.99,0.8999999999999999,1.89,967.4165000456361
2015-02-16 00:30:00+00:00,BUY,1232.145,967.4165000456361,2015-02-16 22:00:00+00:00,sl,False,False,False,False,True,1232.07,1232.26875,0.0,0.0,0.09,-31.73218165023987,-0.45899999999999996,0.99,0.8999999999999999,1.89,935.6843183953962
2015-02-17 00:30:00+00:00,SELL,1227.89,935.6843183953962,2015-02-17 03:43:00+00:00,tp3,False,False,True,False,True,1227.69,1227.703,0.0,0.0,0.08,47.3121874325737,0.0,0.88,0.8000000000000002,1.6800000000000002,982.9965058279699
2015-02-18 00:30:00+00:00,SELL,1208.435,982.9965058279699,2015-02-18 01:05:00+00:00,sl,False,False,False,False,True,1208.18,1208.25075,0.0,0.0,0.13,-33.357131150461086,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,949.6393746775088
2015-02-19 00:30:00+00:00,BUY,1214.975,949.6393746775088,2015-02-19 07:23:00+00:00,tp3,False,False,True,False,True,1215.11,1215.12075,0.0,0.0,0.09,47.00324295641336,0.0,0.99,0.8999999999999999,1.89,996.6426176339222
2015-02-20 00:30:00+00:00,SELL,1207.4450000000002,996.6426176339222,2015-02-20 04:10:00+00:00,tp3,False,False,True,False,True,1207.53,1207.3377500000001,0.0,0.0,0.13,52.828325754849416,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,1049.4709433887717
2015-02-23 00:30:00+00:00,SELL,1204.335,1049.4709433887717,2015-02-23 03:52:00+00:00,tp3,False,False,True,False,True,1203.71,1204.1067500000001,0.0,0.0,0.06,57.238097647960096,0.0,0.6599999999999999,0.5999999999999999,1.2599999999999998,1106.7090410367318
2015-02-24 00:30:00+00:00,SELL,1202.995,1106.7090410367318,2015-02-24 03:06:00+00:00,tp3,False,False,True,False,True,1202.68,1202.78875,0.0,0.0,0.13,56.704048590750986,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,1163.4130896274828
2015-02-25 00:30:00+00:00,BUY,1207.975,1163.4130896274828,2015-02-25 08:46:00+00:00,sl,False,False,False,False,True,1209.33,1208.13725,0.0,0.0,0.12,-38.379149303300906,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1125.033940324182
2015-02-26 00:30:00+00:00,BUY,1208.91,1125.033940324182,2015-02-26 03:28:00+00:00,tp3,False,False,True,False,True,1209.57,1209.0035,0.0,0.0,0.14,56.43315094204679,0.0,1.54,1.4000000000000004,2.9400000000000004,1181.4670912662286
2015-02-27 00:30:00+00:00,BUY,1208.785,1181.4670912662286,2015-02-27 03:06:00+00:00,sl,False,False,False,False,True,1209.17,1208.99675,0.0,0.0,0.14,-39.11745526764702,0.0,1.54,1.4000000000000004,2.9400000000000004,1142.3496359985816
2015-03-02 00:30:00+00:00,BUY,1220.55,1142.3496359985816,2015-03-02 04:21:00+00:00,sl,False,False,False,False,True,1221.37,1220.6985,0.0,0.0,0.06,-33.98185583942564,0.0,0.6599999999999999,0.5999999999999999,1.2599999999999998,1108.367780159156
2015-03-03 00:30:00+00:00,BUY,1208.4299999999998,1108.367780159156,2015-03-03 10:48:00+00:00,sl,False,False,False,False,True,1209.19,1208.639,0.0,0.0,0.06,-33.1437686560023,0.0,0.6599999999999999,0.5999999999999999,1.2599999999999998,1075.2240115031536
2015-03-04 00:30:00+00:00,BUY,1207.74,1075.2240115031536,2015-03-04 02:22:00+00:00,sl,False,False,False,False,True,1208.48,1207.8500000000001,0.0,0.0,0.12,-36.07404825304049,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1039.1499632501132
2015-03-05 00:30:00+00:00,SELL,1205.1799999999998,1039.1499632501132,2015-03-05 05:18:00+00:00,tp3,False,False,True,False,True,1204.7,1204.8059999999998,0.0,0.0,0.1,54.20399999999554,0.0,1.1,1.0,2.1,1093.3539632501088
2015-03-06 00:45:00+00:00,SELL,1198.92,1093.3539632501088,2015-03-06 04:48:00+00:00,tp3,False,False,True,False,True,1198.66,1198.6009999999999,0.0,0.0,0.12,57.59121325926252,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1150.9451765093713
2015-03-09 00:30:00+00:00,SELL,1169.955,1150.9451765093713,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.9451765093713
2015-03-10 00:30:00+00:00,SELL,1161.075,1150.9451765093713,2015-03-10 07:35:00+00:00,sl,False,False,False,False,True,1160.68,1160.73675,0.0,0.0,0.09,-37.27429066432582,0.0,0.99,0.8999999999999999,1.89,1113.6708858450454
2015-03-11 00:30:00+00:00,SELL,1162.975,1113.6708858450454,2015-03-11 06:39:00+00:00,tp3,False,False,True,False,True,1162.08,1162.80725,0.0,0.0,0.12,55.372765476141,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1169.0436513211864
2015-03-12 00:30:00+00:00,SELL,1152.065,1169.0436513211864,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0436513211864
2015-03-13 00:30:00+00:00,BUY,1158.995,1169.0436513211864,2015-03-13 05:14:00+00:00,sl,False,False,False,False,True,1159.48,1159.23975,0.0,0.0,0.11,-37.36338632352778,0.0,1.21,1.1,2.31,1131.6802649976587
2015-03-16 00:45:00+00:00,BUY,1158.97,1131.6802649976587,2015-03-16 07:04:00+00:00,sl,False,False,False,False,True,1159.77,1159.135,0.0,0.0,0.1,-37.01306960091379,0.0,1.1,1.0,2.1,1094.667195396745
2015-03-17 00:30:00+00:00,SELL,1155.415,1094.667195396745,2015-03-17 08:59:00+00:00,tp3,False,False,True,False,True,1154.82,1155.26925,0.0,0.0,0.12,57.11724334397739,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1151.7844387407224
2015-03-18 00:45:00+00:00,SELL,1150.77,1151.7844387407224,2015-03-18 12:21:00+00:00,sl,False,False,False,False,True,1150.36,1150.649,0.0,0.0,0.14,-36.56053561916127,0.0,1.54,1.4000000000000004,2.9400000000000004,1115.223903121561
2015-03-19 00:30:00+00:00,BUY,1172.36,1115.223903121561,2015-03-19 03:58:00+00:00,sl,False,False,False,False,True,1172.69,1172.6074999999998,0.0,0.0,0.06,-37.09560621506012,0.0,0.6599999999999999,0.5999999999999999,1.2599999999999998,1078.128296906501
2015-03-20 00:30:00+00:00,BUY,1171.035,1078.128296906501,2015-03-20 09:46:00+00:00,tp3,False,False,True,False,True,1171.37,1171.20275,0.0,0.0,0.12,56.14917712693885,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1134.2774740334398
2015-03-23 00:30:00+00:00,BUY,1182.625,1134.2774740334398,2015-03-23 14:51:00+00:00,tp3,False,False,True,False,True,1182.82,1183.0127499999999,0.0,0.0,0.09,62.51942593667819,0.0,0.99,0.8999999999999999,1.89,1196.796899970118
2015-03-24 00:30:00+00:00,BUY,1185.9299999999998,1196.796899970118,2015-03-24 04:36:00+00:00,tp3,False,False,True,False,True,1186.18,1186.1335,0.0,0.0,0.14,62.27679377194596,0.0,1.54,1.4000000000000004,2.9400000000000004,1259.0736937420638
2015-03-25 00:30:00+00:00,BUY,1188.86,1259.0736937420638,2015-03-25 08:05:00+00:00,tp3,False,False,True,False,True,1189.8,1189.157,0.0,0.0,0.11,68.62633306836545,0.0,1.21,1.1,2.31,1327.7000268104293
2015-03-26 00:30:00+00:00,BUY,1198.63,1327.7000268104293,2015-03-26 03:45:00+00:00,tp3,False,False,True,False,True,1199.27,1198.7675000000002,0.0,0.0,0.13,66.51136791640967,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,1394.211394726839
2015-03-27 00:30:00+00:00,BUY,1202.38,1394.211394726839,2015-03-27 03:55:00+00:00,sl,False,False,False,False,True,1202.7,1202.567,0.0,0.0,0.14,-44.55782902736605,0.0,1.54,1.4000000000000004,2.9400000000000004,1349.653565699473
2015-03-30 00:30:00+00:00,SELL,1194.31,1349.653565699473,2015-03-30 06:59:00+00:00,tp3,False,False,True,False,True,1194.24,1194.211,0.0,0.0,0.09,72.27175251361642,0.0,0.99,0.8999999999999999,1.89,1421.9253182130892
2015-03-31 00:30:00+00:00,SELL,1181.225,1421.9253182130892,2015-03-31 06:50:00+00:00,sl,False,False,False,False,True,1180.98,1180.8922499999999,0.0,0.0,0.12,-44.28681619622104,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1377.6385020168682
2015-04-01 00:30:00+00:00,BUY,1187.81,1377.6385020168682,2015-04-01 02:42:00+00:00,sl,False,False,False,False,True,1188.17,1188.008,0.0,0.0,0.15,-43.719185726624254,0.0,1.65,1.5,3.15,1333.9193162902438
2015-04-02 00:30:00+00:00,BUY,1203.355,1333.9193162902438,2015-04-02 08:36:00+00:00,sl,False,False,False,False,True,1203.43,1203.48975,0.0,0.0,0.18,-44.151825113048545,0.0,1.98,1.7999999999999998,3.78,1289.7674911771953
2015-04-03 09:15:00+00:00,BUY,1209.94,1289.7674911771953,2015-04-06 00:00:00+00:00,force_tp2,False,False,False,False,True,1210.03,1209.9455,0.0,0.0,0.08,43.990622676283365,-1.224,0.88,0.8000000000000002,1.6800000000000002,1333.7581138534788
2015-04-06 00:30:00+00:00,BUY,1217.75,1333.7581138534788,2015-04-06 20:35:00+00:00,sl,False,False,False,False,True,1218.22,1218.0305,0.0,0.0,0.07,-38.84257505411478,-0.357,0.77,0.7000000000000002,1.4700000000000002,1294.915538799364
2015-04-07 00:45:00+00:00,BUY,1213.22,1294.915538799364,2015-04-07 04:19:00+00:00,sl,False,False,False,False,True,1214.22,1213.5445,0.0,0.0,0.13,-40.4297070506709,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,1254.485831748693
2015-04-08 00:45:00+00:00,BUY,1210.455,1254.485831748693,2015-04-08 07:41:00+00:00,sl,False,False,False,False,True,1211.17,1210.6667499999999,0.0,0.0,0.15,-41.64767720758905,0.0,1.65,1.5,3.15,1212.838154541104
2015-04-09 00:30:00+00:00,SELL,1198.0300000000002,1212.838154541104,2015-04-09 07:58:00+00:00,sl,False,False,False,False,True,1198.0,1197.9585000000002,0.0,0.0,0.12,-40.275838286496324,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1172.5623162546076
2015-04-10 00:30:00+00:00,SELL,1195.7600000000002,1172.5623162546076,2015-04-10 04:18:00+00:00,sl,False,False,False,False,True,1195.54,1195.6940000000002,0.0,0.0,0.16,-37.58320883667635,0.0,1.76,1.6000000000000003,3.3600000000000003,1134.9791074179313
2015-04-13 00:30:00+00:00,BUY,1204.125,1134.9791074179313,2015-04-13 04:26:00+00:00,sl,False,False,False,False,True,1204.42,1204.37525,0.0,0.0,0.09,-36.0169533643067,0.0,0.99,0.8999999999999999,1.89,1098.9621540536245
2015-04-14 00:45:00+00:00,SELL,1199.42,1098.9621540536245,2015-04-14 02:24:00+00:00,tp3,False,False,True,False,True,1198.53,1199.0075000000002,0.0,0.0,0.1,60.00000000000036,0.0,1.1,1.0,2.1,1158.962154053625
2015-04-15 00:30:00+00:00,SELL,1191.385,1158.962154053625,2015-04-15 08:40:00+00:00,sl,False,False,False,False,True,1191.03,1191.06875,0.0,0.0,0.12,-36.50545011392343,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1122.4567039397016
2015-04-16 00:30:00+00:00,BUY,1202.43,1122.4567039397016,2015-04-16 07:02:00+00:00,tp3,False,False,True,False,True,1202.7,1202.727,0.0,0.0,0.1,57.95662569282549,0.0,1.1,1.0,2.1,1180.4133296325272
2015-04-17 00:30:00+00:00,SELL,1198.015,1180.4133296325272,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.4133296325272
2015-04-20 00:30:00+00:00,BUY,1204.03,1180.4133296325272,2015-04-20 06:44:00+00:00,sl,False,False,False,False,True,1204.04,1204.162,0.0,0.0,0.11,-37.478752125893436,0.0,1.21,1.1,2.31,1142.9345775066338
2015-04-21 00:30:00+00:00,SELL,1196.4299999999998,1142.9345775066338,2015-04-21 06:15:00+00:00,sl,False,False,False,False,True,1196.41,1196.331,0.0,0.0,0.16,-37.641324650743044,0.0,1.76,1.6000000000000003,3.3600000000000003,1105.2932528558908
2015-04-22 00:30:00+00:00,BUY,1199.5,1105.2932528558908,2015-04-22 02:28:00+00:00,tp3,False,False,True,False,True,1200.26,1199.599,0.0,0.0,0.15,57.45112843341358,0.0,1.65,1.5,3.15,1162.7443812893043
2015-04-23 00:30:00+00:00,SELL,1188.76,1162.7443812893043,2015-04-23 07:38:00+00:00,sl,False,False,False,False,True,1188.34,1188.5675,0.0,0.0,0.12,-36.92597820890161,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1125.8184030804027
2015-04-24 00:30:00+00:00,SELL,1191.8,1125.8184030804027,2015-04-24 02:25:00+00:00,sl,False,False,False,False,True,1191.27,1191.6899999999998,0.0,0.0,0.17,-38.1115882938828,0.0,1.87,1.7000000000000002,3.5700000000000003,1087.70681478652
2015-04-27 00:30:00+00:00,SELL,1182.255,1087.70681478652,2015-04-27 07:44:00+00:00,sl,False,False,False,False,True,1182.21,1182.14775,0.0,0.0,0.09,-35.43311364514069,0.0,0.99,0.8999999999999999,1.89,1052.2737011413792
2015-04-28 00:30:00+00:00,BUY,1201.02,1052.2737011413792,2015-04-28 08:32:00+00:00,tp3,False,False,True,False,True,1201.29,1201.119,0.0,0.0,0.14,54.93320936273455,0.0,1.54,1.4000000000000004,2.9400000000000004,1107.2069105041137
2015-04-29 00:30:00+00:00,BUY,1211.12,1107.2069105041137,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.2069105041137
2015-04-30 00:30:00+00:00,SELL,1203.955,1107.2069105041137,2015-04-30 04:44:00+00:00,sl,False,False,False,False,True,1202.23,1203.5507499999999,0.0,0.0,0.1,-36.70288319069605,0.0,1.1,1.0,2.1,1070.5040273134177
2015-05-01 00:30:00+00:00,SELL,1182.525,1070.5040273134177,2015-05-01 08:05:00+00:00,tp3,False,False,True,False,True,1182.36,1182.37925,0.0,0.0,0.15,53.8424321964686,0.0,1.65,1.5,3.15,1124.3464595098862
2015-05-04 00:30:00+00:00,SELL,1183.275,1124.3464595098862,2015-05-04 09:00:00+00:00,sl,False,False,False,False,True,1183.24,1183.18975,0.0,0.0,0.07,-33.5809375862145,0.0,0.77,0.7000000000000002,1.4700000000000002,1090.7655219236717
2015-05-05 00:30:00+00:00,SELL,1186.55,1090.7655219236717,2015-05-05 02:08:00+00:00,sl,False,False,False,False,True,1186.42,1186.4234999999999,0.0,0.0,0.14,-34.58020638045668,0.0,1.54,1.4000000000000004,2.9400000000000004,1056.185315543215
2015-05-06 00:30:00+00:00,BUY,1195.625,1056.185315543215,2015-05-06 03:12:00+00:00,sl,False,False,False,False,True,1195.95,1195.79825,0.0,0.0,0.15,-34.844802884445606,0.0,1.65,1.5,3.15,1021.3405126587694
2015-05-07 00:30:00+00:00,SELL,1187.615,1021.3405126587694,2015-05-07 02:55:00+00:00,tp3,False,False,True,False,True,1187.34,1187.51325,0.0,0.0,0.14,53.24019260183747,0.0,1.54,1.4000000000000004,2.9400000000000004,1074.580705260607
2015-05-08 00:30:00+00:00,SELL,1183.155,1074.580705260607,2015-05-08 02:45:00+00:00,sl,False,False,False,False,True,1183.23,1183.04225,0.0,0.0,0.14,-35.250207427353814,0.0,1.54,1.4000000000000004,2.9400000000000004,1039.330497833253
2015-05-11 00:30:00+00:00,BUY,1188.255,1039.330497833253,2015-05-11 03:01:00+00:00,sl,False,False,False,False,True,1188.38,1188.3567500000001,0.0,0.0,0.11,-34.66180951439429,0.0,1.21,1.1,2.31,1004.6686883188588
2015-05-12 00:30:00+00:00,SELL,1184.215,1004.6686883188588,2015-05-12 01:39:00+00:00,tp3,False,False,True,False,True,1184.2,1184.15175,0.0,0.0,0.2,51.36705998887537,0.0,2.2,2.0,4.2,1056.0357483077341
2015-05-13 00:30:00+00:00,BUY,1192.845,1056.0357483077341,2015-05-13 07:36:00+00:00,tp3,False,False,True,False,True,1193.08,1193.0017500000001,0.0,0.0,0.13,53.183603893484374,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,1109.2193522012185
2015-05-14 00:30:00+00:00,BUY,1214.005,1109.2193522012185,2015-05-14 02:58:00+00:00,tp3,False,False,True,False,True,1214.31,1214.2442500000002,0.0,0.0,0.14,58.304779382403076,0.0,1.54,1.4000000000000004,2.9400000000000004,1167.5241315836215
2015-05-15 00:30:00+00:00,BUY,1219.725,1167.5241315836215,2015-05-15 04:15:00+00:00,sl,False,False,False,False,True,1220.06,1219.85975,0.0,0.0,0.19,-39.324135856220884,0.0,2.09,1.9,3.9899999999999998,1128.1999957274006
2015-05-18 00:30:00+00:00,BUY,1224.19,1128.1999957274006,2015-05-18 01:55:00+00:00,tp3,False,False,True,False,True,1224.76,1224.2450000000001,0.0,0.0,0.12,57.977312695290934,0.0,1.3199999999999998,1.1999999999999997,2.5199999999999996,1186.1773084226916
2015-05-19 00:30:00+00:00,SELL,1221.705,1186.1773084226916,2015-05-19 03:43:00+00:00,tp3,False,False,True,False,True,1221.57,1221.58125,0.0,0.0,0.15,59.50448789227662,0.0,1.65,1.5,3.15,1245.681796314968
2015-05-20 00:30:00+00:00,SELL,1207.98,1245.681796314968,2015-05-20 08:00:00+00:00,sl,False,False,False,False,True,1207.67,1207.7930000000001,0.0,0.0,0.16,-41.35916417562417,0.0,1.76,1.6000000000000003,3.3600000000000003,1204.322632139344
2015-05-21 00:30:00+00:00,SELL,1210.955,1204.322632139344,2015-05-21 08:44:00+00:00,tp3,False,False,True,False,True,1210.64,1210.85325,0.0,0.0,0.15,60.98825714844279,0.0,1.65,1.5,3.15,1265.3108892877867
2015-05-22 00:30:00+00:00,SELL,1207.575,1265.3108892877867,2015-05-22 03:22:00+00:00,sl,False,False,False,False,True,1207.3,1207.33575,0.0,0.0,0.19,-42.00899999999523,0.0,2.09,1.9,3.9899999999999998,1223.3018892877915
2015-05-25 00:30:00+00:00,SELL,1204.35,1223.3018892877915,2015-05-25 11:33:00+00:00,sl,False,False,False,False,True,1203.85,1204.262,0.0,0.0,0.13,-39.44839140847647,0.0,1.4300000000000002,1.3000000000000003,2.7300000000000004,1183.853497879315
2015-05-26 00:30:00+00:00,SELL,1204.81,1183.853497879315,2015-05-26 02:20:00+00:00,tp3,False,False,True,False,True,1204.59,1204.7275,0.0,0.0,0.16,58.91019197545451,0.0,1.76,1.6000000000000003,3.3600000000000003,1242.7636898547696
2015-05-27 00:30:00+00:00,SELL,1189.19,1242.7636898547696,2015-05-28 09:45:00+00:00,force_tp2,False,False,False,False,True,1188.38,1188.7335,0.0,0.0,0.1,42.18880000000163,0.0,1.1,1.0,2.1,1284.9524898547713
2015-05-28 00:30:00+00:00,SELL,1187.33,1284.9524898547713,,,,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.9524898547713
2015-05-29 00:30:00+00:00,BUY,1190.035,1284.9524898547713,2015-05-29 02:35:00+00:00,sl,False,False,False,False,True,1190.3,1190.30725,0.0,0.0,0.17,-42.33915954854712,0.0,1.87,1.7000000000000002,3.5700000000000003,1242.6133303062243
2015-06-01 00:30:00+00:00,BUY,1190.98,1242.6133303062243,2015-06-01 02:55:00+00:00,sl,False,False,False,False,True,1191.24,1191.079,0.0,0.0,0.14,-38.99399074645038,0.0,1.54,1.4000000000000004,2.9400000000000004,1203.6193395597738
