signal_time,direction,entry_mid,balance_before,exit_time,exit_reason,tp1_hit,tp2_hit,filled,lot_main,lot_runner,pnl,balance_after
2019-02-28 04:15:00,BUY,1322.728,1105.6566999999827,2019-02-28 05:37:00,tp2,True,True,True,0.5,0.25,130.9260000000099,1236.5826999999927
2019-03-13 00:45:00,SELL,1304.958,1236.5826999999927,2019-03-13 01:05:00,tp2,True,True,True,0.5,0.25,35.2919999999917,1271.8746999999844
2019-03-19 16:45:00,SELL,1306.4315,1271.8746999999844,2019-03-19 18:26:00,be,True,False,True,0.5,0.25,22.324599999983747,1294.1992999999682
2019-03-20 02:45:00,SELL,1305.4965,1294.1992999999682,2019-03-20 03:32:00,tp2,True,True,True,0.5,0.25,113.97269999998136,1408.1719999999495
2019-03-27 23:00:00,BUY,1310.05,1408.1719999999495,2019-03-28 02:11:00,tp2,True,True,True,0.5,0.25,88.90500000001586,1497.0769999999654
2019-04-01 21:15:00,SELL,1287.648,1497.0769999999654,2019-04-01 22:10:00,be,True,False,True,0.5,0.25,33.81999999999627,1530.8969999999617
2019-04-04 18:30:00,SELL,1292.9565,1530.8969999999617,2019-04-04 23:31:00,force_close,True,False,True,0.5,0.25,98.37559999998481,1629.2725999999466
2019-04-05 02:30:00,BUY,1288.653,1629.2725999999466,2019-04-05 02:58:00,tp2,True,True,True,0.5,0.25,36.740999999994045,1666.0135999999407
2019-04-08 10:30:00,BUY,1300.385,1666.0135999999407,2019-04-08 12:16:00,be,True,False,True,0.5,0.25,163.6319999999889,1829.6455999999296
2019-04-22 18:45:00,BUY,1274.6950000000002,1829.6455999999296,2019-04-22 22:09:00,sl,False,False,True,0.5,0.25,-53.58000000000041,1776.0655999999292
2019-04-29 20:00:00,BUY,1279.7714999999998,1776.0655999999292,2019-04-29 22:43:00,tp2,True,True,True,0.5,0.25,83.54370000000606,1859.6092999999353
2019-05-06 18:45:00,BUY,1280.203,1859.6092999999353,2019-05-06 20:00:00,tp2,True,True,True,0.5,0.25,33.84300000000073,1893.452299999936
2019-05-09 18:45:00,BUY,1283.2365,1893.452299999936,2019-05-09 22:50:00,be,True,False,True,0.5,0.25,59.07859999999138,1952.5308999999274
2019-05-13 18:45:00,BUY,1299.598,1952.5308999999274,2019-05-13 20:01:00,tp2,True,True,True,0.5,0.25,55.57800000000745,2008.108899999935
2019-05-28 18:15:00,BUY,1279.388,2008.108899999935,2019-05-28 18:58:00,sl,False,False,True,0.5,0.25,-70.82999999998472,1937.2788999999502
2019-06-05 18:45:00,BUY,1330.2835,1937.2788999999502,2019-06-05 20:32:00,tp2,True,True,True,0.5,0.25,116.87069999997468,2054.1495999999247
2019-06-07 18:30:00,SELL,1340.823,2054.1495999999247,2019-06-07 18:48:00,tp2,True,True,True,0.5,0.25,28.04699999999704,2082.1965999999215
2019-07-01 11:45:00,SELL,1392.993,2082.1965999999215,2019-07-01 12:31:00,be,True,False,True,0.5,0.25,161.2859999999889,2243.4825999999102
2019-07-03 18:45:00,BUY,1418.6080000000002,2243.4825999999102,2019-07-03 20:21:00,be,True,False,True,0.5,0.25,57.279999999996306,2300.7625999999063
2019-07-04 18:45:00,BUY,1414.785,2300.7625999999063,2019-07-04 20:00:00,tp2,True,True,True,0.5,0.25,9.210000000023427,2309.9725999999296
2019-07-18 18:45:00,BUY,1445.268,2309.9725999999296,2019-07-18 20:05:00,tp2,True,True,True,0.5,0.25,191.78400000002304,2501.7565999999524
2019-08-05 18:45:00,BUY,1464.007,2501.7565999999524,2019-08-05 20:00:00,tp2,True,True,True,0.5,0.25,186.27779999998685,2688.034399999939
2019-08-06 17:15:00,BUY,1470.533,2688.034399999939,2019-08-06 18:43:00,tp2,True,True,True,0.5,0.25,187.43700000002738,2875.4713999999663
2019-08-08 18:45:00,BUY,1501.038,2875.4713999999663,2019-08-08 20:00:00,tp2,True,True,True,0.5,0.25,157.00799999998387,3032.47939999995
2019-09-02 16:00:00,SELL,1528.778,3032.47939999995,2019-09-02 20:00:00,tp2,True,True,True,0.5,0.25,-2.382000000006683,3030.0973999999433
2019-10-01 22:45:00,SELL,1480.635,3030.0973999999433,2019-10-01 23:41:00,tp2,True,True,True,0.5,0.25,139.62000000000123,3169.7173999999445
2019-10-15 21:30:00,BUY,1480.808,3169.7173999999445,2019-10-15 22:36:00,tp2,True,True,True,0.5,0.25,81.65999999998141,3251.3773999999257
2019-10-16 13:00:00,BUY,1485.293,3251.3773999999257,2019-10-16 14:23:00,tp2,True,True,True,0.5,0.25,225.11099999998598,3476.4883999999115
2019-10-22 21:00:00,BUY,1487.8215,3476.4883999999115,2019-10-22 21:33:00,tp2,True,True,True,0.5,0.25,45.86970000001335,3522.358099999925
2019-11-11 20:30:00,SELL,1456.6015,3522.358099999925,2019-11-11 21:01:00,be,True,False,True,0.5,0.25,42.18739999999363,3564.5454999999183
2019-11-19 13:15:00,BUY,1472.8415,3564.5454999999183,2019-11-19 13:44:00,tp2,True,True,True,0.5,0.25,102.9602999999772,3667.5057999998953
2019-11-20 17:45:00,BUY,1471.088,3667.5057999998953,2019-11-20 19:00:00,tp2,True,True,True,0.5,0.25,72.96599999999577,3740.471799999891
2019-11-21 17:15:00,SELL,1464.86,3740.471799999891,2019-11-21 20:00:00,be,True,False,True,0.5,0.25,43.98599999998871,3784.4577999998796
2019-11-28 13:45:00,SELL,1455.9165,3784.4577999998796,2019-11-28 19:00:00,force_close,False,False,True,0.5,0.25,31.99500000000532,3816.452799999885
2019-12-12 17:45:00,SELL,1469.333,3816.452799999885,2019-12-12 19:02:00,tp2,True,True,True,0.5,0.25,117.88500000002293,3934.337799999908
2019-12-19 22:30:00,SELL,1478.5115,3934.337799999908,2019-12-20 00:29:00,be,True,False,True,0.5,0.25,32.803400000004984,3967.1411999999127
2020-01-02 00:45:00,SELL,1519.7615,3967.1411999999127,2020-01-02 04:08:00,be,True,False,True,0.5,0.25,37.96460000001409,4005.1057999999266
2020-01-21 19:00:00,SELL,1558.1815,4005.1057999999266,2020-01-21 21:20:00,tp2,True,True,True,0.5,0.25,234.2396999999996,4239.345499999926
2020-01-22 07:30:00,SELL,1557.4115,4239.345499999926,2020-01-22 10:29:00,be,True,False,True,0.5,0.25,111.0034000000089,4350.3488999999345
2020-02-12 17:45:00,BUY,1565.6129999999998,4350.3488999999345,2020-02-12 19:46:00,be,True,False,True,0.5,0.25,28.34600000000384,4378.694899999939
2020-02-17 13:45:00,BUY,1581.135,4378.694899999939,2020-02-17 19:00:00,force_close,False,False,True,0.5,0.25,153.7199999999918,4532.414899999931
2020-04-09 02:00:00,SELL,1648.418,4532.414899999931,2020-04-09 03:42:00,be,True,False,True,0.5,0.25,72.92000000000391,4605.334899999934
2020-04-20 01:00:00,BUY,1678.8815,4605.334899999934,2020-04-20 04:05:00,be,True,False,True,0.5,0.25,172.46860000000672,4777.803499999941
2020-05-05 04:45:00,SELL,1701.458,4777.803499999941,2020-05-05 05:07:00,tp2,True,True,True,0.5,0.25,412.0319999999813,5189.835499999922
2020-06-15 06:30:00,SELL,1722.858,5189.835499999922,2020-06-15 07:30:00,tp2,True,True,True,1.0,0.5,574.836000000003,5764.671499999925
2020-07-14 18:45:00,SELL,1809.1065,5764.671499999925,2020-07-14 20:29:00,tp2,True,True,True,1.0,0.5,187.37339999998807,5952.044899999913
2020-08-12 09:45:00,BUY,1925.538,5952.044899999913,2020-08-12 12:58:00,tp2,True,True,True,1.0,0.5,2018.0400000000059,7970.084899999918
2020-10-15 21:30:00,SELL,1908.108,7970.084899999918,2020-10-15 21:58:00,tp2,True,True,True,1.0,0.5,215.48400000000169,8185.568899999919
2020-11-25 16:15:00,SELL,1808.045,8185.568899999919,2020-11-25 17:06:00,tp2,True,True,True,1.0,0.5,279.24000000000245,8464.808899999922
2020-11-30 00:45:00,BUY,1770.323,8464.808899999922,2020-11-30 20:00:00,force_close,False,False,True,1.0,0.5,1168.439999999985,9633.248899999908
2020-12-02 03:15:00,BUY,1812.113,9633.248899999908,2020-12-02 03:52:00,tp2,True,True,True,1.0,0.5,421.2419999999933,10054.4908999999
2020-12-11 02:15:00,BUY,1834.36,10054.4908999999,2020-12-11 06:32:00,be,True,False,True,1.0,0.5,319.44399999998535,10373.934899999886
2021-02-11 19:30:00,BUY,1825.4665,10373.934899999886,2021-02-11 20:32:00,be,True,False,True,1.0,0.5,132.85879999999491,10506.79369999988
2021-02-17 22:15:00,BUY,1780.375,10506.79369999988,2021-02-18 03:19:00,force_close,True,False,True,1.0,0.5,510.4280000000112,11017.221699999891
2021-04-06 06:30:00,BUY,1730.5815,11017.221699999891,2021-04-06 10:09:00,tp2,True,True,True,1.0,0.5,675.3966000000541,11692.618299999946
2021-04-12 07:00:00,BUY,1738.3765,11692.618299999946,2021-04-12 07:23:00,tp2,True,True,True,1.0,0.5,349.6613999999776,12042.279699999923
2021-06-30 21:15:00,SELL,1769.368,12042.279699999923,2021-06-30 23:00:00,tp2,True,True,True,1.0,0.5,395.1600000000307,12437.439699999954
2021-08-03 02:45:00,SELL,1812.028,12437.439699999954,2021-08-03 03:11:00,tp2,True,True,True,1.0,0.5,180.70799999995683,12618.14769999991
2021-09-01 17:00:00,BUY,1813.358,12618.14769999991,2021-09-01 21:50:00,be,True,False,True,1.0,0.5,145.84000000000782,12763.987699999918
2021-10-06 02:00:00,SELL,1754.328,12763.987699999918,2021-10-06 05:10:00,tp2,True,True,True,1.0,0.5,696.5520000000179,13460.539699999936
2021-10-25 21:15:00,BUY,1807.376,13460.539699999936,2021-10-25 22:06:00,be,True,False,True,1.0,0.5,63.886400000010724,13524.426099999946
2021-11-22 17:45:00,BUY,1804.786,13524.426099999946,2021-11-22 19:07:00,tp2,True,True,True,1.0,0.5,411.38879999997283,13935.81489999992
2021-11-25 13:45:00,BUY,1788.323,13935.81489999992,2021-11-25 19:18:00,force_close,False,False,True,1.0,0.5,313.89000000000163,14249.70489999992
2022-01-11 17:45:00,SELL,1821.748,14249.70489999992,2022-01-11 20:31:00,be,True,False,True,1.0,0.5,173.99200000000786,14423.696899999928
2022-02-03 05:30:00,SELL,1805.0475,14423.696899999928,2022-02-03 08:09:00,tp2,True,True,True,1.0,0.5,331.11419999995445,14754.811099999883
2022-02-21 15:15:00,BUY,1904.6705,14754.811099999883,2022-02-21 19:00:00,tp2,True,True,True,1.0,0.5,703.7969999999727,15458.608099999856
2022-02-23 17:45:00,BUY,1908.0855,15458.608099999856,2022-02-23 20:32:00,tp2,True,True,True,1.0,0.5,587.8769999999558,16046.485099999813
2022-03-16 14:30:00,BUY,1904.589,16046.485099999813,2022-03-16 15:36:00,tp2,True,True,True,1.0,0.5,2018.0400000000059,18064.525099999817
2022-03-29 14:45:00,SELL,1916.1585,18064.525099999817,2022-03-29 20:00:00,force_close,False,False,True,1.0,0.5,-462.05999999999864,17602.46509999982
2022-04-06 18:45:00,SELL,1925.26,17602.46509999982,2022-04-06 21:31:00,tp2,True,True,True,1.0,0.5,257.2152000000055,17859.680299999825
2022-06-29 22:45:00,SELL,1820.098,17859.680299999825,2022-06-29 23:45:00,be,True,False,True,1.0,0.5,158.35199999997752,18018.032299999802
2022-06-30 21:30:00,BUY,1805.653,18018.032299999802,2022-06-30 22:32:00,be,True,False,True,1.0,0.5,84.84400000003046,18102.876299999833
2022-07-22 11:30:00,BUY,1725.4254999999998,18102.876299999833,2022-07-22 16:12:00,be,True,False,True,1.0,0.5,981.798000000013,19084.674299999846
2022-10-12 03:30:00,BUY,1667.3265,19084.674299999846,2022-10-12 04:32:00,tp2,True,True,True,1.0,0.5,771.03059999997,19855.704899999815
2022-11-03 02:45:00,SELL,1635.1025,19855.704899999815,2022-11-03 03:08:00,tp2,True,True,True,1.0,0.5,415.15620000001076,20270.861099999827
2022-11-14 17:45:00,SELL,1771.398,20270.861099999827,2022-11-14 20:11:00,tp2,True,True,True,1.0,0.5,279.24000000000245,20550.10109999983
2022-11-17 05:15:00,SELL,1767.513,20550.10109999983,2022-11-17 06:48:00,tp2,True,True,True,1.0,0.5,490.7939999999921,21040.89509999982
2022-11-18 17:00:00,BUY,1748.4875000000002,21040.89509999982,2022-11-20 19:00:00,force_close,True,False,True,1.0,0.5,281.48440000000886,21322.379499999828
2022-12-12 02:30:00,BUY,1786.8225,21322.379499999828,2022-12-12 03:28:00,tp2,True,True,True,1.0,0.5,316.62419999996513,21639.003699999794
2022-12-27 01:30:00,BUY,1804.2965,21639.003699999794,2022-12-27 02:06:00,tp2,True,True,True,1.0,0.5,278.3706000000147,21917.374299999807
2023-01-03 17:45:00,SELL,1839.353,21917.374299999807,2023-01-03 19:23:00,tp2,True,True,True,1.0,0.5,166.2179999999675,22083.592299999775
2023-01-16 13:45:00,BUY,1913.44,22083.592299999775,2023-01-16 19:00:00,force_close,False,False,True,1.0,0.5,117.24000000001337,22200.832299999787
2023-01-30 04:45:00,BUY,1922.775,22200.832299999787,2023-01-30 06:15:00,tp2,True,True,True,1.0,0.5,464.7120000000295,22665.544299999816
2023-02-20 07:45:00,SELL,1844.743,22665.544299999816,2023-02-20 09:28:00,be,True,False,True,1.0,0.5,172.42800000000028,22837.972299999816
2023-02-21 08:45:00,BUY,1832.13,22837.972299999816,2023-02-21 10:04:00,tp2,True,True,True,1.0,0.5,693.6540000000132,23531.62629999983
2023-02-22 06:45:00,BUY,1833.75,23531.62629999983,2023-02-22 08:00:00,tp2,True,True,True,1.0,0.5,398.0579999999558,23929.684299999786
2023-02-23 13:45:00,BUY,1821.095,23929.684299999786,2023-02-23 20:00:00,force_close,True,False,True,1.0,0.5,305.6320000000009,24235.316299999788
2023-02-24 07:15:00,SELL,1821.705,24235.316299999788,2023-02-24 07:41:00,tp2,True,True,True,1.0,0.5,447.32399999997864,24682.640299999766
2023-02-27 08:45:00,BUY,1811.515,24682.640299999766,2023-02-27 10:00:00,tp2,True,True,True,1.0,0.5,389.3639999999645,25072.00429999973
2023-02-28 09:45:00,BUY,1811.3865,25072.00429999973,2023-02-28 11:03:00,tp2,True,True,True,1.0,0.5,1576.6746000000335,26648.678899999766
2023-03-01 05:45:00,BUY,1831.625,26648.678899999766,2023-03-01 07:01:00,tp2,True,True,True,1.0,0.5,366.1800000000521,27014.858899999817
2023-03-02 09:45:00,BUY,1831.1865,27014.858899999817,2023-03-02 15:00:00,force_close,True,False,True,1.0,0.5,564.1751999999979,27579.034099999815
2023-03-03 10:45:00,BUY,1843.605,27579.034099999815,2023-03-03 16:00:00,force_close,True,False,True,1.0,0.5,970.5840000000062,28549.61809999982
2023-03-06 12:45:00,SELL,1850.775,28549.61809999982,2023-03-06 17:53:00,force_close,True,False,True,1.0,0.5,502.10200000003437,29051.720099999857
2023-03-07 05:45:00,SELL,1844.1965,29051.720099999857,2023-03-07 08:31:00,tp2,True,True,True,1.0,0.5,521.8025999999877,29573.522699999845
2023-03-08 09:45:00,BUY,1813.0,29573.522699999845,2023-03-08 11:02:00,tp2,True,True,True,1.0,0.5,531.3659999999668,30104.88869999981
2023-03-09 09:45:00,BUY,1822.5865,30104.88869999981,2023-03-09 11:00:00,tp2,True,True,True,1.0,0.5,448.19339999994367,30553.082099999752
2023-03-10 04:45:00,SELL,1835.6095,30553.082099999752,2023-03-10 10:00:00,force_close,True,False,True,1.0,0.5,9.665599999992027,30562.747699999745
2023-03-13 07:45:00,BUY,1890.6115,30562.747699999745,2023-03-13 09:00:00,tp2,True,True,True,1.0,0.5,630.7673999999888,31193.515099999735
2023-03-14 05:45:00,BUY,1901.6245,31193.515099999735,2023-03-14 09:00:00,tp2,True,True,True,1.0,0.5,528.1782000000571,31721.69329999979
2023-03-15 06:45:00,BUY,1907.58,31721.69329999979,2023-03-15 08:03:00,tp2,True,True,True,1.0,0.5,1221.0899999999906,32942.783299999785
2023-03-16 05:45:00,BUY,1921.09,32942.783299999785,2023-03-16 07:33:00,tp2,True,True,True,1.0,0.5,531.3660000000236,33474.14929999981
2023-03-17 07:45:00,BUY,1934.765,33474.14929999981,2023-03-17 09:00:00,tp2,True,True,True,1.0,0.5,557.4479999999407,34031.59729999975
2023-03-20 05:45:00,SELL,1986.9545,34031.59729999975,2023-03-20 11:00:00,force_close,True,False,True,1.0,0.5,1837.4943999999782,35869.09169999973
2023-03-21 08:45:00,SELL,1962.505,35869.09169999973,2023-03-21 10:00:00,tp2,True,True,True,1.0,0.5,766.1040000000166,36635.19569999974
2023-03-22 08:45:00,BUY,1938.5,36635.19569999974,2023-03-22 10:47:00,tp2,True,True,True,1.0,0.5,855.9419999999459,37491.13769999969
2023-03-23 06:45:00,SELL,1978.98,37491.13769999969,2023-03-23 09:00:00,tp2,True,True,True,1.0,0.5,844.3499999999385,38335.48769999963
2023-03-24 08:45:00,SELL,1999.0815,38335.48769999963,2023-03-24 11:59:00,tp2,True,True,True,1.0,0.5,1187.1833999999449,39522.67109999957
2023-03-27 08:45:00,BUY,1949.275,39522.67109999957,2023-03-27 10:23:00,tp2,True,True,True,1.0,0.5,627.0000000000191,40149.67109999959
2023-03-28 10:45:00,SELL,1965.1765,40149.67109999959,2023-03-28 12:36:00,be,True,False,True,1.0,0.5,389.35480000001047,40539.0258999996
2023-03-29 08:45:00,SELL,1968.0245,40539.0258999996,2023-03-29 11:01:00,tp2,True,True,True,1.0,0.5,580.9218000000424,41119.94769999964
2023-03-30 10:45:00,SELL,1969.64,41119.94769999964,2023-03-30 15:00:00,sl,False,False,True,1.0,0.5,-1242.2099999999677,39877.73769999967
2023-03-31 14:45:00,SELL,1976.35,39877.73769999967,2023-03-31 17:02:00,tp2,True,True,True,1.0,0.5,647.285999999995,40525.02369999966
2023-04-03 08:45:00,BUY,1971.49,40525.02369999966,2023-04-03 10:00:00,tp2,True,True,True,1.0,0.5,508.1819999999861,41033.20569999965
2023-04-04 09:45:00,BUY,1981.685,41033.20569999965,2023-04-04 11:02:00,tp2,True,True,True,1.0,0.5,412.54800000002473,41445.753699999674
2023-04-05 15:45:00,BUY,2020.54,41445.753699999674,2023-04-05 21:00:00,force_close,True,False,True,1.0,0.5,174.64600000000513,41620.39969999968
2023-04-06 09:45:00,SELL,2018.11,41620.39969999968,2023-04-06 11:00:00,tp2,True,True,True,1.0,0.5,386.46600000002803,42006.86569999971
2023-04-10 09:45:00,SELL,2001.8095,42006.86569999971,2023-04-10 11:00:00,tp2,True,True,True,1.0,0.5,607.0038000000277,42613.86949999974
2023-04-11 08:45:00,SELL,2004.035,42613.86949999974,2023-04-11 10:45:00,tp2,True,True,True,1.0,0.5,487.89600000001013,43101.76549999975
2023-04-12 08:45:00,SELL,2009.0515,43101.76549999975,2023-04-12 10:30:00,sl,False,False,True,1.0,0.5,-456.6450000000278,42645.12049999972
2023-04-13 08:45:00,BUY,2026.185,42645.12049999972,2023-04-13 10:33:00,tp2,True,True,True,1.0,0.5,447.32399999997864,43092.4444999997
2023-04-14 08:45:00,SELL,2039.1165,43092.4444999997,2023-04-14 10:01:00,tp2,True,True,True,1.0,0.5,730.4586000000181,43822.90309999972
2023-04-17 10:45:00,SELL,2001.3865,43822.90309999972,2023-04-17 12:38:00,tp2,True,True,True,1.0,0.5,1363.961399999992,45186.86449999971
2023-04-18 07:45:00,BUY,2000.18,45186.86449999971,2023-04-18 11:02:00,be,True,False,True,1.0,0.5,360.1080000000233,45546.972499999734
2023-04-19 08:45:00,BUY,1973.4,45546.972499999734,2023-04-19 11:02:00,tp2,True,True,True,1.0,0.5,803.7780000000434,46350.75049999978
2023-04-20 13:45:00,BUY,2002.91,46350.75049999978,2023-04-20 17:13:00,be,True,False,True,1.0,0.5,275.6520000000232,46626.4024999998
2023-04-21 10:45:00,SELL,1987.685,46626.4024999998,2023-04-21 12:00:00,tp2,True,True,True,1.0,0.5,835.6560000000154,47462.05849999982
2023-04-24 14:45:00,BUY,1985.618,47462.05849999982,2023-04-24 21:00:00,force_close,False,False,True,1.0,0.5,902.9399999999878,48364.998499999805
2023-04-25 07:45:00,SELL,1988.513,48364.998499999805,2023-04-25 09:02:00,tp2,True,True,True,1.0,0.5,966.0660000000216,49331.064499999826
2023-04-26 11:45:00,SELL,2004.33,49331.064499999826,2023-04-26 13:15:00,tp2,True,True,True,1.0,0.5,1110.96600000004,50442.03049999986
2023-04-27 07:45:00,BUY,1997.67,50442.03049999986,2023-04-27 09:43:00,be,True,False,True,1.0,0.5,260.01199999999284,50702.04249999986
2023-04-28 14:45:00,SELL,1992.44,50702.04249999986,2023-04-30 21:00:00,force_close,True,False,True,1.0,0.5,561.0620000000135,51263.10449999987
2023-05-01 10:45:00,SELL,2003.641,51263.10449999987,2023-05-01 12:00:00,tp2,True,True,True,1.0,0.5,891.8772000000085,52154.98169999988
2023-05-02 10:45:00,BUY,1986.01,52154.98169999988,2023-05-02 12:00:00,tp2,True,True,True,1.0,0.5,398.0579999999558,52553.039699999834
2023-05-03 12:45:00,BUY,2019.861,52553.039699999834,2023-05-03 16:01:00,tp2,True,True,True,1.0,0.5,1170.0851999999581,53723.12489999979
2023-05-04 07:45:00,BUY,2037.4265,53723.12489999979,2023-05-04 09:07:00,tp2,True,True,True,1.0,0.5,540.9294000000141,54264.05429999981
2023-05-05 09:45:00,SELL,2035.64,54264.05429999981,2023-05-05 11:00:00,tp2,True,True,True,1.0,0.5,537.162000000033,54801.21629999984
2023-05-08 15:45:00,SELL,2023.4695,54801.21629999984,2023-05-08 17:56:00,tp2,True,True,True,1.0,0.5,403.5641999999579,55204.7804999998
2023-05-09 07:45:00,BUY,2027.894,55204.7804999998,2023-05-09 09:00:00,tp2,True,True,True,1.0,0.5,250.26000000003518,55455.040499999835
2023-05-10 11:45:00,SELL,2038.364,55455.040499999835,2023-05-10 13:12:00,tp2,True,True,True,1.0,0.5,1467.4199999999682,56922.460499999805
2023-05-11 07:45:00,BUY,2026.7995,56922.460499999805,2023-05-11 09:14:00,tp2,True,True,True,1.0,0.5,710.7522000000113,57633.212699999815
2023-05-12 08:45:00,SELL,2006.5945,57633.212699999815,2023-05-12 10:40:00,sl,False,False,True,1.0,0.5,-686.4150000000241,56946.79769999979
2023-05-15 07:45:00,SELL,2016.2445,56946.79769999979,2023-05-15 09:03:00,tp2,True,True,True,1.0,0.5,354.2982000000147,57301.095899999804
2023-05-16 09:45:00,BUY,2005.729,57301.095899999804,2023-05-16 11:00:00,tp2,True,True,True,1.0,0.5,380.6699999999618,57681.765899999766
2023-05-17 09:45:00,SELL,1987.9295,57681.765899999766,2023-05-17 13:00:00,tp2,True,True,True,1.0,0.5,374.58419999999063,58056.350099999756
2023-05-18 06:45:00,BUY,1974.8745,58056.350099999756,2023-05-18 10:00:00,be,True,False,True,1.0,0.5,255.16359999997843,58311.513699999734
2023-05-19 07:45:00,SELL,1967.4045,58311.513699999734,2023-05-19 09:26:00,tp2,True,True,True,1.0,0.5,383.85780000003064,58695.37149999976
2023-05-22 07:45:00,SELL,1979.52,58695.37149999976,2023-05-22 09:01:00,tp2,True,True,True,1.0,0.5,200.99400000001236,58896.365499999774
2023-05-23 10:45:00,BUY,1958.875,58896.365499999774,2023-05-23 12:00:00,tp2,True,True,True,1.0,0.5,389.3640000000327,59285.729499999805
2023-05-24 12:45:00,SELL,1969.735,59285.729499999805,2023-05-24 15:00:00,tp2,True,True,True,1.0,0.5,841.4519999999566,60127.18149999976
2023-05-25 10:45:00,BUY,1941.755,60127.18149999976,2023-05-25 17:00:00,force_close,True,False,True,1.0,0.5,728.5999999999699,60855.78149999973
2023-05-26 09:45:00,SELL,1951.7865,60855.78149999973,2023-05-26 11:00:00,tp2,True,True,True,1.0,0.5,471.3774000000039,61327.15889999973
2023-05-29 09:45:00,BUY,1946.215,61327.15889999973,2023-05-29 11:00:00,tp2,True,True,True,1.0,0.5,192.30000000000967,61519.45889999974
2023-05-30 07:45:00,BUY,1950.26,61519.45889999974,2023-05-30 10:13:00,tp2,True,True,True,1.0,0.5,1510.8900000000044,63030.34889999975
2023-05-31 08:45:00,BUY,1957.648,63030.34889999975,2023-05-31 12:23:00,tp2,True,True,True,1.0,0.5,882.0240000000335,63912.372899999784
2023-06-01 10:45:00,BUY,1966.405,63912.372899999784,2023-06-01 12:00:00,tp2,True,True,True,1.0,0.5,1073.2919999999904,64985.66489999977
2023-06-02 08:45:00,SELL,1979.161,64985.66489999977,2023-06-02 11:00:00,tp2,True,True,True,1.0,0.5,622.9427999999739,65608.60769999975
2023-06-05 08:45:00,SELL,1943.2695,65608.60769999975,2023-06-05 10:27:00,tp2,True,True,True,1.0,0.5,363.57179999998647,65972.17949999974
2023-06-06 07:45:00,BUY,1962.325,65972.17949999974,2023-06-06 11:00:00,be,True,False,True,1.0,0.5,192.75999999998515,66164.93949999972
2023-06-07 06:45:00,BUY,1960.43,66164.93949999972,2023-06-07 08:03:00,tp2,True,True,True,1.0,0.5,647.285999999995,66812.22549999971
2023-06-08 09:45:00,BUY,1946.225,66812.22549999971,2023-06-08 12:00:00,tp2,True,True,True,1.0,0.5,441.52800000004885,67253.75349999976
2023-06-09 09:45:00,SELL,1965.9645,67253.75349999976,2023-06-09 11:39:00,tp2,True,True,True,1.0,0.5,499.7777999999793,67753.53129999974
2023-06-12 10:45:00,SELL,1963.21,67753.53129999974,2023-06-12 12:00:00,tp2,True,True,True,1.0,0.5,548.7540000000176,68302.28529999976
2023-06-13 07:45:00,BUY,1963.5265,68302.28529999976,2023-06-13 11:13:00,be,True,False,True,1.0,0.5,243.27719999999812,68545.56249999975
2023-06-14 14:45:00,SELL,1955.435,68545.56249999975,2023-06-14 16:00:00,tp2,True,True,True,1.0,0.5,319.81200000003395,68865.37449999979
2023-06-15 08:45:00,SELL,1934.15,68865.37449999979,2023-06-15 10:00:00,tp2,True,True,True,1.0,0.5,508.1819999999861,69373.55649999977
